11223, -1.23, 9.07, 0.24, -0.90, 19.93
11253, 2.04, 9.02, -5.61, 2.20, 20.04
11284, 4.26, 8.90, -3.30, 1.96, 20.04
11315, 2.46, 8.98, 3.96, 2.12, 17.65
11345, 4.06, 7.43, -4.08, -0.47, 16.95
11389, -3.18, 6.06, 10.55, -0.51, 16.87
11423, -0.79, 5.98, -2.39, 1.22, 19.02
11454, 1.88, 6.15, -2.86, 1.77, 20.04
11485, 1.13, -21.67, 0.63, -2.24, -3.18
11524, -10.80, -13.99, 9.18, 1.33, 3.49
11554, -22.27, -16.75, 10.43, -1.06, 2.04
11585, -23.00, -13.16, 7.45, 1.65, 20.04
11616, -17.26, -9.51, -7.22, 3.06, 20.04
11646, -12.25, -6.81, -1.88, 1.77, 20.04
11678, 2.14, -15.16, -4.86, -2.12, 1.65
11709, 5.41, -12.07, -3.02, 0.47, 7.92
11740, 8.50, -17.14, -2.08, -2.59, 3.26
11770, 21.55, -16.73, -6.67, -0.51, 2.04
11801, 5.89, -9.00, 6.98, 0.94, 1.84
11832, -8.52, -11.65, 10.59, -0.63, 1.45
11863, -10.74, -9.17, 6.79, 1.02, 20.04
11893, -4.19, -5.78, -13.85, 3.65, 20.04
11933, -4.53, -16.07, 0.08, -1.49, 0.86
11964, -16.91, -43.20, 12.94, -2.67, -7.06
11995, -18.09, -35.80, 5.57, 0.31, 12.43
12025, -14.99, -29.56, 1.57, 0.35, 16.12
12056, -11.13, -23.64, -1.06, 1.84, 20.04
12088, -7.55, -21.58, -0.27, -1.18, 6.32
12119, -16.02, -24.42, 2.67, -1.06, 1.49
12149, -26.76, -46.92, 13.89, -2.28, -3.41
12180, -26.19, -38.88, 3.45, 0.63, 12.83
12211, -19.91, -31.43, -3.96, 2.00, 20.04
12241, -14.86, -25.16, -1.84, 1.84, 20.04
12272, -22.54, -44.26, 5.81, -2.39, -1.92
12325, -12.96, -35.04, -6.35, 1.57, 11.34
12356, -25.25, -22.77, 9.57, 1.14, 1.96
12387, -30.21, -17.23, 7.57, 0.67, 5.45
12418, -25.41, -10.52, 2.00, 4.31, 12.87
12448, -17.01, -7.13, -8.51, 2.20, 17.50
12480, -6.97, -5.02, -6.35, 0.35, 5.69
12511, 1.17, -9.78, -3.18, -2.00, 3.18
12541, -2.04, -6.14, 2.90, 2.08, 12.43
12572, -2.80, -3.72, 2.00, 1.49, 15.53
